#Software: Microsoft Internet Information Services 10.0
#Version: 1.0
#Date: 2022-07-29 19:15:05
#Fields: date time s-ip cs-method cs-uri-stem cs-uri-query s-port cs-username c-ip cs(User-Agent) cs(Referer) sc-status sc-substatus sc-win32-status time-taken
2022-07-29 19:15:05 192.168.0.23 GET / - 80 - 185.196.220.70 Linux+Gnu+(cow) - 200 0 64 152
2022-07-29 19:53:20 192.168.0.23 GET /admin/.env - 80 - 52.149.159.169 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/86.0.4240.183+Safari/537.36 - 404 0 2 76
2022-07-29 19:53:20 192.168.0.23 GET /laravel/.env - 80 - 52.149.159.169 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/86.0.4240.183+Safari/537.36 - 404 0 2 74
2022-07-29 19:53:21 192.168.0.23 GET /app/.env - 80 - 52.149.159.169 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/86.0.4240.183+Safari/537.36 - 404 0 2 75
2022-07-29 19:53:21 192.168.0.23 GET /app/config/.env - 80 - 52.149.159.169 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/86.0.4240.183+Safari/537.36 - 404 0 2 78
2022-07-29 19:53:21 192.168.0.23 GET /apps/.env - 80 - 52.149.159.169 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/86.0.4240.183+Safari/537.36 - 404 0 2 78
2022-07-29 19:53:21 192.168.0.23 GET /audio/.env - 80 - 52.149.159.169 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/86.0.4240.183+Safari/537.36 - 404 0 2 77
2022-07-29 19:53:21 192.168.0.23 GET /cgi-bin/.env - 80 - 52.149.159.169 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/86.0.4240.183+Safari/537.36 - 404 0 2 75
2022-07-29 19:53:21 192.168.0.23 GET /backend/.env - 80 - 52.149.159.169 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/86.0.4240.183+Safari/537.36 - 404 0 2 76
2022-07-29 19:53:21 192.168.0.23 GET /src/.env - 80 - 52.149.159.169 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/86.0.4240.183+Safari/537.36 - 404 0 2 72
2022-07-29 19:53:22 192.168.0.23 GET /base/.env - 80 - 52.149.159.169 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/86.0.4240.183+Safari/537.36 - 404 0 2 75
2022-07-29 19:53:22 192.168.0.23 GET /core/.env - 80 - 52.149.159.169 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/86.0.4240.183+Safari/537.36 - 404 0 2 79
2022-07-29 19:53:22 192.168.0.23 GET /vendor/laravel/.env - 80 - 52.149.159.169 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/86.0.4240.183+Safari/537.36 - 404 0 2 75
2022-07-29 19:53:22 192.168.0.23 GET /storage/.env - 80 - 52.149.159.169 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/86.0.4240.183+Safari/537.36 - 404 0 2 73
2022-07-29 19:53:22 192.168.0.23 GET /protected/.env - 80 - 52.149.159.169 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/86.0.4240.183+Safari/537.36 - 404 0 2 82
2022-07-29 19:53:22 192.168.0.23 GET /newsite/.env - 80 - 52.149.159.169 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/86.0.4240.183+Safari/537.36 - 404 0 2 68
2022-07-29 19:53:22 192.168.0.23 GET /www/.env - 80 - 52.149.159.169 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/86.0.4240.183+Safari/537.36 - 404 0 2 73
2022-07-29 19:53:23 192.168.0.23 GET /sites/all/libraries/mailchimp/.env - 80 - 52.149.159.169 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/86.0.4240.183+Safari/537.36 - 404 0 2 75
2022-07-29 19:53:23 192.168.0.23 GET /database/.env - 80 - 52.149.159.169 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/86.0.4240.183+Safari/537.36 - 404 0 2 67
2022-07-29 19:53:23 192.168.0.23 GET /public/.env - 80 - 52.149.159.169 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/86.0.4240.183+Safari/537.36 - 404 0 2 74
2022-07-29 19:53:23 192.168.0.23 GET /71-212-158-114.tukw.qwest.net/.env - 80 - 52.149.159.169 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/86.0.4240.183+Safari/537.36 - 404 0 2 79
2022-07-29 19:53:23 192.168.0.23 POST / - 80 - 52.149.159.169 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/86.0.4240.183+Safari/537.36 - 405 0 1 82
2022-07-29 19:53:23 192.168.0.23 GET /vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php - 80 - 52.149.159.169 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/86.0.4240.183+Safari/537.36 - 404 0 2 71
2022-07-29 19:56:38 192.168.0.23 GET / - 80 - 74.82.47.3 - - 200 0 64 47
2022-07-29 19:57:53 192.168.0.23 GET / - 80 - 130.211.54.158 python-requests/2.28.1 - 200 0 0 159
