#Software: Microsoft Internet Information Services 10.0
#Version: 1.0
#Date: 2022-07-29 19:15:05
#Fields: date time s-ip cs-method cs-uri-stem cs-uri-query s-port cs-username c-ip cs(User-Agent) cs(Referer) sc-status sc-substatus sc-win32-status time-taken
2022-07-29 19:15:05 192.168.0.23 GET / - 80 - 185.196.220.70 Linux+Gnu+(cow) - 200 0 64 152
#Software: Microsoft Internet Information Services 10.0
#Version: 1.0
#Date: 2022-07-29 19:45:13
#Fields: date time s-ip cs-method cs-uri-stem cs-uri-query s-port cs-username c-ip cs(User-Agent) cs(Referer) sc-status sc-substatus sc-win32-status time-taken
2022-07-29 19:45:13 127.0.0.1 GET / - 80 - 127.0.0.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64;+rv:103.0)+Gecko/20100101+Firefox/103.0 - 200 0 0 221
2022-07-29 19:45:13 127.0.0.1 GET /style.css - 80 - 127.0.0.1 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64;+rv:103.0)+Gecko/20100101+Firefox/103.0 http://localhost/ 304 0 0 0
2022-07-29 19:53:19 192.168.0.23 GET /.env - 80 - 52.149.159.169 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/86.0.4240.183+Safari/537.36 - 404 0 2 76
2022-07-29 19:53:19 192.168.0.23 GET /conf/.env - 80 - 52.149.159.169 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/86.0.4240.183+Safari/537.36 - 404 0 2 78
2022-07-29 19:53:19 192.168.0.23 GET /wp-content/.env - 80 - 52.149.159.169 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/86.0.4240.183+Safari/537.36 - 404 0 2 70
2022-07-29 19:53:19 192.168.0.23 GET /wp-admin/.env - 80 - 52.149.159.169 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/86.0.4240.183+Safari/537.36 - 404 0 2 70
2022-07-29 19:53:19 192.168.0.23 GET /library/.env - 80 - 52.149.159.169 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/86.0.4240.183+Safari/537.36 - 404 0 2 75
2022-07-29 19:53:19 192.168.0.23 GET /new/.env - 80 - 52.149.159.169 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/86.0.4240.183+Safari/537.36 - 404 0 2 77
2022-07-29 19:53:19 192.168.0.23 GET /vendor/.env - 80 - 52.149.159.169 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/86.0.4240.183+Safari/537.36 - 404 0 2 69
2022-07-29 19:53:20 192.168.0.23 GET /old/.env - 80 - 52.149.159.169 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/86.0.4240.183+Safari/537.36 - 404 0 2 75
2022-07-29 19:53:20 192.168.0.23 GET /local/.env - 80 - 52.149.159.169 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/86.0.4240.183+Safari/537.36 - 404 0 2 76
2022-07-29 19:53:20 192.168.0.23 GET /api/.env - 80 - 52.149.159.169 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/86.0.4240.183+Safari/537.36 - 404 0 2 76
2022-07-29 19:53:20 192.168.0.23 GET /blog/.env - 80 - 52.149.159.169 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/86.0.4240.183+Safari/537.36 - 404 0 2 72
2022-07-29 19:53:20 192.168.0.23 GET /crm/.env - 80 - 52.149.159.169 Mozilla/5.0+(Windows+NT+6.1)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/86.0.4240.183+Safari/537.36 - 404 0 2 72
